"DATES" "FL893193005.Q" "FL103193005.Q" "FL113193003.Q" "FL313193013.Q" "FL263193005.Q" "FL713193005.Q" "FL763193005.Q" "FL723193005.Q" "FL753193005.Q" "FL733193005.Q" "FL743193005.Q" "FL443193005.Q" "FL473193005.Q" "FL543193005.Q" "FL403193005.Q" "FL613193005.Q" "FL643193005.Q" "FL663193005.Q" "FL503193005.Q" "FL893093005.Q" "FL103093005.Q" "FL113093005.Q" "FL213093005.Q" "FL313093003.Q" "FL263093005.Q" "FL713093005.Q" "FL763093005.Q" "FL723093005.Q" "FL753093005.Q" "FL733093005.Q" "FL743093005.Q" "FL443093005.Q" "FL473093005.Q" "FL543093005.Q" "FL573093005.Q" "FL223093003.Q" "FL653093003.Q" "FL633093005.Q" "FL403093005.Q" "FL613093005.Q" "FL643093005.Q" "FL663093005.Q" "FL903090005.Q"
"197801" 485544 361202 28779 0 -1879 1688 41167 31548 2466 7350 -197 27295 1474 14232 3974 2925 425 2474 1788 299372 177983 13151 0 0 6619 2211 7740 2963 -303 2296 2784 21464 -855 8761 51862 0 0 -193 2518 6093 18 2000 186172
"197802" 497203 366778 29376 0 -294 2017 45488 36162 3391 6134 -199 27644 1499 14533 4402 616 480 2850 1814 291709 171128 13485 0 0 2578 2340 9919 4602 -26 2161 3182 22599 -350 8982 50378 0 0 -203 2421 6465 61 1906 205494
"197803" 531211 387728 29553 0 1498 2124 51670 41413 4756 5716 -215 27073 1516 14869 4993 4991 216 3551 1429 310926 181386 13814 0 0 -71 2358 16261 10516 530 1821 3394 22220 89 9209 53177 0 0 -412 2624 7791 15 2465 220285
"197804" 549071 396835 30488 0 6342 3011 50108 40671 4496 5173 -232 25675 1516 15271 5489 8159 291 4004 1882 331700 182669 14186 0 0 11755 2887 16091 10049 620 1863 3559 22682 629 9486 57146 0 0 326 2442 8620 230 2551 217371
"197901" 593710 431935 32477 0 7478 2130 55549 44668 5980 5140 -239 27324 1557 15733 5459 8699 244 3283 1842 334890 188752 14604 0 0 5278 2580 16100 8963 1213 1975 3949 22842 938 9811 59705 0 0 432 2759 8266 289 2534 258820
"197902" 608661 444454 32887 0 6121 2337 51734 45938 4022 2020 -246 28814 1579 16197 5852 12913 160 3769 1844 346547 192100 15073 0 0 6082 2748 17095 10362 646 1776 4311 24109 1271 10180 61640 0 0 527 2300 9826 336 3260 262114
"197903" 646752 477802 33693 0 3251 2610 49940 44319 4114 1761 -254 30433 1581 16659 5406 18495 421 4537 1924 366876 217895 15529 0 0 765 3733 13193 6560 391 1676 4566 22669 1702 10559 61688 0 0 638 2332 12242 378 3553 279876
"197904" 665060 491340 37425 0 7911 3618 49784 42986 3635 3425 -262 27990 1566 16939 6575 15027 268 4810 1807 373137 215835 15908 0 0 11560 3045 10249 3700 -54 1754 4849 20240 2331 10911 63710 0 0 700 2856 11038 400 4354 291923
"198001" 716788 531461 38986 0 11500 2207 52973 47541 4683 718 31 27846 3375 17094 6645 17585 317 4865 1934 365063 202303 15507 0 0 14590 2585 12157 7197 -903 620 5243 21638 3508 11243 65568 18 0 419 2912 8530 430 3655 351725
"198002" 744416 558834 41439 0 6063 3352 51893 48916 544 1737 696 26385 3350 16913 7321 30475 300 -3616 1707 374275 214563 13623 0 0 1351 3123 17706 9496 1717 861 5632 19900 4338 11556 66932 35 0 713 2886 12498 467 4584 370141
"198003" 786944 606723 42702 0 106 2015 51348 46565 1122 2272 1389 28613 2425 16894 8309 28199 401 -2942 2151 420454 263721 13132 0 0 -4369 3226 15357 6706 1758 834 6059 20451 4710 11874 69119 53 0 771 3236 13354 497 5322 366490
"198004" 763019 581636 44203 0 -3634 2565 51060 46501 1223 1456 1880 28758 3100 16999 8635 28122 325 -1047 2297 434176 251047 16906 0 0 14350 3526 17335 7207 2106 1413 6609 23502 5652 12219 67829 70 0 588 4106 10786 510 5750 328843
"198101" 876471 685006 42822 0 2590 2035 54506 51022 493 770 2221 28485 2927 17753 9051 39177 267 -3664 -4484 525922 328679 20421 0 0 14970 3056 25665 12331 2386 3537 7411 22751 5036 12532 66428 88 0 521 5485 14666 540 5084 350549
"198102" 886666 678749 41457 0 535 2630 59004 53729 1780 1021 2474 31929 2453 18851 8955 42097 322 -4863 4547 521112 325930 23811 0 0 8203 4149 26472 13317 3522 1252 8381 23622 4505 12738 67433 105 0 1095 3524 13465 553 5507 365554
"198103" 931185 708144 42032 0 185 3021 59130 52314 337 3841 2638 33703 3277 20072 9257 45922 263 -7190 13369 536079 326787 26576 0 0 14681 3592 27992 11772 5142 1900 9178 24181 5378 13091 69118 123 0 1220 3936 14046 544 4814 395106
"198104" 929874 690000 42896 0 -5805 3118 79484 51314 23912 1539 2719 28546 3200 20671 10079 45988 251 4201 7245 570103 353564 28966 0 0 14374 3954 31793 8538 11850 1943 9462 26611 4738 13846 66356 141 0 1627 4747 12307 540 6539 359771
"198201" 1003109 733611 50009 0 24537 2253 63376 47063 10862 2831 2620 33810 2747 21295 9970 50093 357 1988 9063 597954 371891 25834 0 0 16994 3921 39584 3642 24635 2265 9042 31004 3666 14997 61324 171 0 2122 4970 14778 582 6116 405155
"198202" 1018761 731361 56919 0 22140 2166 61459 50396 7113 1699 2251 42077 2780 21712 10751 53834 317 2268 10977 605129 371511 22827 0 0 15274 3871 38469 4352 24451 1806 7860 40198 4868 16568 62016 202 0 1706 4807 16166 551 6095 413632
"198203" 1043711 758885 63908 0 25595 2099 65616 50096 7534 6005 1981 30020 2698 22438 7390 50477 329 2197 12059 629937 401065 20445 0 0 8047 4386 37987 5811 23598 1890 6688 39021 4673 18333 68406 233 0 1359 2241 16111 578 7052 413774
"198204" 1020674 735427 71472 0 43535 2991 51653 40346 6230 2896 2181 23829 2300 23257 12060 45746 325 -4224 12303 676192 459676 18438 0 0 -5567 3947 33921 3573 21624 2426 6298 42548 4229 20108 68474 264 0 1013 5668 14311 578 8584 344482
"198301" 1070316 748209 74238 0 39086 1925 63266 47755 11082 1904 2525 25988 2433 24411 13088 47875 305 4300 25192 726223 490628 19403 49 0 1922 4036 27002 6298 13755 635 6314 48562 4066 21244 72978 299 0 901 6234 17713 646 10540 344093
"198302" 1091719 759565 77655 0 36508 2122 55220 49652 877 1209 3482 32868 2460 25706 13800 48811 348 6526 30130 752882 512069 20493 173 0 -6720 3905 29007 6158 13811 1883 7155 49843 2713 23269 81807 351 0 1022 6617 17794 689 9850 338837
"198303" 1129512 777537 80665 0 35666 2457 61367 47422 5995 3554 4396 39385 2483 27045 14563 47242 275 4400 36427 766835 510843 22208 62 0 -8496 4428 36811 4922 20867 3062 7960 53713 3929 25996 81575 422 0 1035 6434 17429 667 9779 362677
"198304" 1116525 758869 84094 0 34335 2769 52826 39986 4156 3970 4714 42934 2300 28362 14503 50463 329 7544 37197 842135 537386 24299 69 0 39876 4860 27872 -2085 19106 2874 7977 58211 4242 27496 83500 509 0 816 6748 14305 812 11134 274390
"198401" 1152545 806867 87251 0 25327 2446 51401 26832 8974 10646 4949 43976 2219 30770 14952 50457 349 4422 32108 883257 546167 22449 227 0 47496 4882 64198 29517 22314 4630 7737 61310 3818 27755 79931 474 0 1033 7716 3545 804 11452 269288
"198402" 1183779 827287 87669 0 18500 2512 44512 23630 12147 4109 4626 49478 2426 33766 16139 51112 395 6869 43114 930320 589996 20475 1007 0 46511 5630 61221 26171 24803 3457 6790 67784 3853 29691 77861 439 0 1073 8094 3503 985 12197 253459
"198403" 1225185 872964 91000 0 24646 2524 43722 31194 2304 6007 4217 51638 2320 36811 15541 46631 467 6444 30477 1000735 661173 17875 1798 0 35393 8461 57751 28965 18835 4232 5719 72581 3528 31072 83191 422 0 1149 8952 3012 1180 13197 224450
"198404" 1161958 806897 93673 0 27707 3127 44655 34964 2167 3227 4297 54201 2900 37842 16843 46177 519 8402 19015 1049034 700133 14901 1447 0 37937 8523 55181 27787 17905 4275 5214 81600 3545 35115 85696 369 0 1655 9529 -1627 1472 13558 112924
"198501" 1276881 881601 99651 0 23133 2378 49674 37950 3964 3329 4431 57306 2772 40715 19167 47049 419 9432 43584 1098755 745619 14269 1106 0 27116 8272 59526 29085 21458 4217 4766 83833 4220 35624 91340 386 0 1790 9404 436 1673 14141 178126
"198502" 1313381 908263 103927 0 20427 2219 59517 45991 4675 3861 4990 62432 2230 43506 18092 44666 218 6293 41591 1118666 754837 13763 1532 0 25845 8041 56505 29540 18241 4038 4686 90526 4223 37585 97322 404 0 1642 9422 594 1752 14673 194715
"198503" 1380761 954055 118297 0 11925 2287 49534 38475 719 4814 5526 67392 2073 44386 27051 40756 15 3433 59557 1156287 784026 13881 2610 0 37117 8422 53711 29477 15838 3721 4675 89484 5246 38523 93844 440 0 1985 7785 2239 1830 15144 224474
"198504" 1402924 942181 122822 0 20719 3064 46665 37123 405 3543 5594 72328 2800 45425 18391 42804 654 7109 77962 1274137 854653 14375 7460 0 45677 8035 66716 39966 18144 4163 4443 90406 4768 40983 112338 490 1000 1991 3920 602 1692 19031 128787
"198601" 1388960 921426 126175 0 17462 1825 60334 39514 2139 13478 5203 73887 2647 46675 17136 38748 1144 6556 74945 1288975 878424 15109 7806 0 33056 7707 70019 39756 20113 6139 4011 87775 5571 40631 110103 589 1532 1576 4444 79 972 23582 99985
"198602" 1354764 900490 127097 0 11974 1861 49510 34512 446 10163 4389 79264 2279 46042 19466 33512 1992 3121 78156 1272436 872358 15969 9045 0 18673 7341 66325 39184 16744 6997 3400 93079 6550 43872 110863 680 1944 2319 514 -1546 1133 23317 82328
"198603" 1384298 937719 128549 0 -5916 1840 55615 39182 609 12325 3499 82010 2997 44782 20257 35910 2809 5765 71961 1328572 914629 17453 9822 0 24896 7635 72629 40440 22405 6987 2797 90087 6808 46959 113923 671 2318 3110 1437 3566 1984 10645 55726
"198604" 1348677 864644 131304 0 24531 1875 56110 38848 22 14369 2871 82516 3000 43915 22483 31173 771 10120 76235 1410324 953132 19313 9139 0 35141 7734 74534 41537 24643 5974 2380 87900 7676 49451 130127 702 2675 3578 5823 579 1306 21514 -61647
"198701" 1359136 874100 126841 0 3102 1715 67511 50930 1058 13067 2456 92755 3144 44275 25891 30522 1216 8008 80056 1478350 1019151 20724 9050 0 11271 6892 71124 49825 12023 7186 2090 97115 9488 52507 140854 770 3372 3435 7649 1949 991 22008 -119214
"198702" 1383317 869920 126297 0 -991 2038 79294 64651 1467 11040 2136 98878 2975 42362 27215 31491 973 7961 94904 1500160 1043037 22261 9405 0 2005 6243 69577 43051 18075 6564 1887 101037 9305 55760 141449 765 2603 3496 9091 937 1683 21506 -116843
"198703" 1377391 850538 124144 962 -6852 2007 100820 69458 14474 14974 1914 99483 3794 43718 26771 35895 1199 7258 87654 1575456 1071431 24422 10213 0 -4961 9713 89975 41015 39311 7864 1785 101043 9230 59835 159016 619 4231 3360 8668 3800 1833 23028 -198065
"198704" 1399235 832913 124862 1166 522 2668 93980 59971 16661 15554 1794 94126 3900 46029 25343 72241 1188 -483 100780 1603072 1040023 26959 13019 0 55387 9907 90234 38872 42290 7257 1815 114138 5016 60801 136507 571 3805 4361 12696 7146 2235 20267 -203837
"198801" 1395278 852652 129207 1763 -19062 2198 80624 57401 5367 16034 1822 89506 3819 47212 25196 104224 1985 -21313 97267 1634158 1072932 31120 6284 0 38132 8128 85921 39919 36559 7422 2021 125400 7059 64917 138838 527 4406 6850 12853 6805 1841 22145 -238880
"198802" 1415415 835197 133552 2807 -17886 2483 88542 62544 9528 14447 2023 91254 3525 48169 25642 110072 1939 -21481 111600 1666727 1084611 35156 6973 0 36126 8291 93255 40166 43858 6801 2430 129024 6061 65203 145795 483 4117 5338 13753 9070 1845 21626 -251312
"198803" 1441165 844219 137898 3583 -23666 2895 101265 66829 13424 18739 2273 101323 4719 48478 28205 109125 2910 -25000 105211 1712315 1100849 38567 6538 0 33663 8452 94421 41132 43491 6915 2883 143126 7418 67072 157210 512 3379 5002 15501 7531 1622 21452 -271150
"198804" 1611418 924434 142243 5822 46889 3099 98633 64527 15327 16332 2447 114495 4300 48178 25810 112706 3520 -23506 104795 1931863 1266098 41603 7189 0 69872 9401 92174 38061 44337 6599 3177 144828 5061 68735 164211 2117 3518 4648 20215 7798 3053 21342 -320445
"198901" 1664842 1023958 147461 6106 38618 2235 114720 67769 24904 19317 2730 71384 3200 49115 25974 101565 1511 -25188 104183 1993162 1368840 43205 7015 0 49413 8269 112632 41946 60198 7097 3391 97213 6602 70802 165165 2733 4200 5408 18086 7172 3689 22718 -328320
"198902" 1701139 1004564 152679 7153 46542 2236 143465 71382 50960 18302 2821 73643 3100 49811 23668 105213 1858 -29885 117092 2013948 1363006 44682 7564 0 36746 9729 142417 41861 89580 7302 3674 101644 5312 74603 157923 3919 5200 6845 23021 3604 4909 22824 -312810
"198903" 1787758 1030971 157897 7483 32309 2038 209921 72239 115956 18804 2922 82214 3400 50631 26679 114822 1620 -52049 119822 2097126 1382635 45535 8229 9098 38732 7978 194403 49767 133240 7479 3917 103382 5904 77038 146757 5200 6200 7839 28430 799 5076 23891 -309368
"198904" 1771045 1006247 163116 7772 70777 2935 188992 76324 88998 20596 3074 77675 3700 51607 25800 112414 2148 -43686 101548 2140996 1392862 46012 8570 14311 91356 7196 173561 49887 110828 8780 4066 98808 6162 76368 150116 6269 7127 7531 30259 -5149 4690 24947 -369951
"199001" 1844697 984679 162295 7440 108865 2895 208056 74612 110557 19572 3315 108012 3400 48951 22347 99917 2313 -35567 121094 2119522 1416612 45706 8444 13236 90383 5397 182429 47690 122484 8892 3363 60808 6994 72365 142265 6609 7500 8333 29357 -3647 4357 22374 -274825
"199002" 1725474 945518 161474 7693 83302 2685 143146 76303 45621 17555 3667 97956 3600 47215 24319 112951 1584 -34414 128445 2017216 1377757 45526 9402 31632 79966 4951 116254 47098 55827 9114 4215 58648 8702 72399 133322 7829 8000 10789 32687 -3063 3569 18846 -291742
"199003" 1783862 966323 160653 7437 113459 2865 170087 85352 54762 26001 3972 93999 3800 44299 19232 120472 2292 -31437 110381 2066367 1374224 45971 7957 35476 116920 5693 139103 53099 62055 19726 4223 54961 9208 71711 132334 7625 8500 5565 31220 -6034 3061 22872 -282505
"199004" 1732377 976701 159833 7688 69274 1756 191419 76037 88085 23319 3978 80926 3900 39945 24898 120125 1202 -28019 82729 2103157 1413998 46790 9839 47127 85199 6046 164530 51606 86733 21999 4192 54903 8174 71828 116274 7831 8876 4000 32941 -2589 4270 23120 -370780
"199101" 1793116 1044430 159681 7421 40424 1363 205100 91232 91069 18886 3913 74772 3800 44778 25757 130213 1171 -31255 85461 2173666 1480451 48270 10903 40251 73862 5318 183677 47989 106847 24741 4100 60902 10155 74673 113614 3910 8500 4833 32294 -6454 4273 24234 -380550
"199102" 1790192 1045705 160029 7675 51823 1289 189510 87699 80181 17974 3656 68823 3900 49697 27727 128430 1777 -26878 80685 2152589 1460933 49876 11616 46621 80582 5044 152771 49306 72762 26766 3937 53535 13612 76820 121673 4763 8400 6569 31129 -1792 4293 26144 -362397
"199103" 1815090 1103160 162377 6705 29875 1560 190859 79526 89815 18179 3339 68521 4800 47099 31464 132384 1745 -28879 63420 2205989 1458341 49606 10404 79118 89781 5136 171971 50505 96044 21660 3762 43668 15453 82669 120011 5032 8300 5761 32173 1710 3775 23080 -390899
"199104" 1877130 1108621 163475 6959 53624 1187 210070 85827 102933 18206 3104 64295 4500 45748 31843 140124 2851 -29888 73721 2276325 1465485 50962 15324 80712 133020 5572 176862 49429 101520 22244 3669 44334 12760 82759 114798 4621 8157 7727 39208 6010 5411 22603 -399195
"199201" 2110178 1322517 166934 6669 60994 745 201040 88244 90267 18936 3593 60074 4000 48338 40256 150490 247 -27789 75663 2343929 1570595 51964 10128 88089 108606 5093 204542 49188 117130 34575 3649 37174 16925 80270 102530 4738 513 7745 31073 -1436 6400 18980 -233751
"199202" 2069667 1297941 170393 6924 48648 -131 213238 90300 99494 19662 3782 55408 4400 47722 36638 139991 1147 -30863 78211 2295583 1493112 53092 11262 96210 111388 5154 216554 46406 135550 31232 3366 39904 16658 79896 106046 4741 2525 10327 32356 -5209 6028 15539 -225916
"199203" 2078244 1305747 172602 6631 37368 -40 240618 91780 121285 23660 3893 54238 4989 47503 40129 143982 1041 -39898 63334 2287100 1478738 55344 7750 97334 101555 7047 223248 47638 141798 30685 3127 36926 17601 79676 104595 4037 2471 11256 33069 -3522 6433 23542 -208856
"199204" 2079524 1301870 177312 6884 42836 367 229743 78813 124794 21954 4182 52258 4554 47390 45391 150639 2424 -41273 59129 2339214 1534407 56971 9978 94599 113405 7351 218391 44584 143777 27038 2992 38825 16466 79576 101936 4544 3007 12705 26901 -4440 3134 21458 -259690
"199301" 2109903 1391316 178576 6791 9151 817 254921 90997 138447 21010 4467 48797 4755 49598 34613 142645 646 -41164 28441 2416210 1601773 59779 1965 93591 101007 7690 239702 43410 159738 33705 2849 29391 18657 80682 101849 4637 3638 15042 29477 1914 2248 23168 -306307
"199302" 2121739 1424961 179840 6788 -35796 535 263055 94796 141715 21735 4809 51219 4976 50166 44298 154574 1500 -44430 20053 2441879 1619115 62711 -1761 91949 115467 9204 237754 41705 162814 30431 2804 30783 18611 84218 97156 4725 1641 17852 28763 -4763 3277 25177 -320140
"199303" 2133886 1456199 181105 6548 -73449 1817 269743 92877 149052 22637 5177 51842 5192 50157 43174 151124 1619 -40527 29342 2459833 1639962 66269 -13397 86970 111352 8348 250801 41857 176119 30123 2702 27748 19673 82377 90917 4302 1581 21281 33867 -289 4437 23634 -325947
"199304" 2282651 1463124 182369 6800 91211 944 279001 96730 157082 19619 5570 46765 5066 49451 45856 150287 2337 -49149 8589 2585607 1762690 70202 -26715 89343 140704 9564 246581 38144 178350 27535 2552 28643 18129 77171 89338 4109 3334 23687 32538 -15484 4580 27193 -302956
"199401" 2298564 1446045 183569 6503 94213 1082 328056 148651 152522 21343 5540 47159 5042 49691 34996 147150 4325 -54711 5444 2627137 1733363 75196 -20592 87337 145642 8572 293963 78704 182729 29737 2793 29358 19712 89143 86271 3822 3213 28188 30753 -22181 6134 29243 -328573
"199402" 2263703 1442627 188520 6555 64971 2331 352119 158882 167749 19749 5739 47704 5401 49917 30792 139348 4110 -48003 -22689 2666260 1725179 79065 -4914 91874 147366 8865 324879 89639 197236 35085 2919 31505 19462 81422 90063 4074 2572 28098 28368 -25115 5448 28049 -402557
"199403" 2257832 1419409 193471 6640 57090 2131 372684 175934 171455 19249 6046 47762 5884 49319 30853 139131 4800 -53641 -17701 2674556 1744316 83559 13169 89173 124804 8736 318914 80926 202567 32508 2913 28211 14365 88453 92030 4631 4652 26675 26384 -28846 5644 29686 -416724
"199404" 2328544 1425618 198422 6802 92750 1559 383694 166987 187287 22015 7405 45233 6443 52116 26856 150511 5284 -60573 -6171 2852492 1834914 87178 28368 91052 159492 9833 337261 82768 216874 35187 2432 28387 14682 83465 88953 4587 5871 27782 27293 -12970 6376 29968 -523948
"199501" 2304394 1397891 201823 6590 78845 2988 415365 177498 207365 23243 7259 44672 4921 57404 23871 155647 5330 -74934 -16019 2911356 1891865 95347 26945 87075 132738 8624 357153 98098 220166 36863 2026 28135 15099 88124 90419 4227 5644 27736 27502 -11470 6396 29797 -606962
"199502" 2278514 1380271 205224 6753 88616 3355 377342 136519 209592 22932 8299 41585 4654 60286 26067 161815 5950 -78773 -4631 2956056 1918731 103641 68621 85485 110256 9427 337080 84609 213922 36159 2390 27949 14482 90117 91985 4581 7333 30674 29030 -11900 7195 31369 -677542
"199503" 2265755 1391673 208625 6618 46631 2865 389274 144879 212343 23780 8272 41850 4631 59302 28861 160200 6302 -81470 393 3062313 1995668 112559 85145 86283 91998 9299 340178 79330 217956 40370 2522 27552 13759 90704 93583 4834 8021 34459 39114 -12056 7578 33635 -796558
"199504" 2391074 1415115 212026 6661 121067 2637 425165 165141 225118 24581 10325 40992 4526 57033 27619 160428 6677 -72032 -16840 3315668 2090385 121853 89477 87225 219756 10737 345831 78905 223106 39796 4024 26378 13783 95613 95269 4801 6335 39430 26883 -4569 7327 39154 -924594
"199601" 2379974 1438440 219384 6600 92875 2489 411507 154962 220019 26338 10188 40729 4648 57500 30146 163737 7051 -90734 -4398 3386506 2202590 130163 65816 84913 188544 9812 344984 77870 222487 40796 3831 24551 16428 94488 99479 5156 5054 45125 30171 -6494 7077 38649 -1006532
"199602" 2328018 1408264 226742 7326 79267 2546 420188 161196 225623 23467 9902 39868 4804 58108 26895 151516 7573 -100457 -4622 3433776 2230031 138597 44889 83897 191951 10203 343158 82592 216808 39811 3947 25077 15119 98303 103780 5438 8087 45860 52654 -8832 7054 38510 -1105758
"199603" 2365496 1457275 234100 7174 47289 2799 405084 158491 210991 24868 10734 52825 4830 60188 25969 150729 8199 -91580 615 3513327 2269066 147658 70812 83731 194587 10155 336362 80668 210037 41283 4374 41317 13555 98488 108181 5268 3047 44992 52673 -8507 5173 36769 -1147831
"199604" 2464840 1467428 241458 7269 140223 1973 398481 150772 200513 36310 10886 39090 4558 59517 27966 159116 9174 -93617 2204 3689857 2341778 157092 95274 78826 265565 11201 337871 78677 203333 51063 4798 25319 13556 101346 115096 5519 4681 43817 60102 -4959 5607 32166 -1225017
"199701" 2484152 1441577 256707 6553 162912 1994 425668 171734 195864 44976 13094 31466 4701 58161 36998 144520 10569 -109244 11570 3712601 2323799 169321 121792 75423 275055 10558 332255 89896 196600 40814 4945 18755 13069 105948 115718 4936 5354 48312 52769 1752 6466 31319 -1228449
"199702" 2243413 1376248 270706 6699 13808 3135 433798 150575 220064 48983 14176 34477 4952 68082 32668 131495 12138 -114254 -30539 3701608 2338474 182925 135849 73244 175097 12783 346204 82786 213506 44601 5311 21311 15979 113040 118822 5173 7013 50837 56689 6227 7614 34327 -1458195
"199703" 2284164 1360735 284705 4192 12585 2173 437921 159813 211179 51737 15192 31253 4810 72659 35287 154470 14312 -113691 -17247 3796086 2403805 197154 163573 72098 133216 12316 358651 81703 226746 44904 5298 18702 15483 121429 120315 5331 7950 59881 57643 -1603 10019 40123 -1511922
"199704" 2429860 1251883 297455 6635 142304 3224 492236 184806 233922 57931 15577 32976 4626 93668 35115 153377 18020 -128347 26688 4184239 2477920 213009 170891 73831 358740 13217 380722 87557 242130 44396 6639 21708 17348 121743 124883 5578 11813 58107 67695 2178 10466 54390 -1754379
"199801" 2365023 1249590 322985 6605 14836 2889 463718 169998 211819 65583 16318 34785 5004 106993 44527 127820 22534 -72702 35439 4202291 2531870 240898 208381 74784 224205 13426 366169 87523 223439 48509 6698 21397 21261 134303 126638 5765 8046 73125 65634 -19502 17088 88803 -1837268
"199802" 2416174 1292050 344765 6573 65268 2737 461865 171146 205894 67701 17124 30665 5543 108449 42299 122887 26298 -126138 32913 4336335 2638162 273237 197373 75812 247643 14629 366726 97804 210800 51092 7030 22481 17748 136527 128480 5916 4950 61330 67938 -22046 19696 79733 -1920161
"199803" 2651668 1287074 365295 6700 238097 1877 533269 205734 242436 67515 17584 31712 5381 111422 42673 122720 29305 -137682 13825 4581731 2625097 306201 211028 77214 366884 15388 436679 111076 269165 48842 7596 25029 19553 145884 130026 5803 6604 67726 65794 -34723 21148 90396 -1930062
"199804" 2874194 1562186 389575 6700 167735 3293 508698 192150 220563 74125 21860 25706 5173 102318 45203 149560 31630 -160843 37261 5137604 3226940 334865 174044 79503 358822 16139 425103 114325 244532 56516 9730 25453 24033 141535 129722 5812 7662 65671 67597 -54882 21194 88391 -2263410
"199901" 2888281 1640717 405492 6697 127491 1673 472227 164391 210859 74423 22554 22549 4991 113381 40603 167254 33421 -233745 85530 5258820 3386041 360215 174886 80206 310453 15636 412810 105395 240824 56868 9723 26713 26138 138099 134237 6258 13362 65258 70415 -50048 21541 66600 -2370539
"199902" 2909997 1648937 426409 6657 109829 2700 464231 168114 196345 75939 23833 22112 4952 113920 40810 168796 32114 -239817 108347 5425667 3567841 377066 172428 81484 271150 16406 417948 99151 247400 61263 10134 29543 22589 133753 139559 6524 5387 70606 69599 -51418 20406 74796 -2515670
"199903" 2898440 1683533 444825 6701 92719 3328 423333 150510 171796 75457 25570 20030 5058 123124 37137 154789 35337 -219713 88239 5607857 3613927 397416 168647 82236 368634 16370 429256 117946 225758 75237 10315 29591 19365 141442 144567 6570 5011 72392 73469 -56440 19980 75424 -2709417
"199904" 3338692 1833043 463242 6550 256965 1886 448620 179255 157204 88107 24054 11634 6034 111636 41470 161321 36159 -191201 151333 6130214 3946206 416266 165581 82552 511640 16798 431543 120098 217369 85368 8708 28420 7437 129927 149546 7114 4150 90567 72549 -3310 19851 53377 -2791522
"200001" 3253928 1878982 485552 6629 209570 3198 283775 29950 150165 78912 24748 8152 5368 115949 46975 220602 35796 -177644 131024 6532593 4103430 438109 167159 84365 580396 16494 584481 322569 173972 79570 8370 30587 10682 135012 148105 6977 2924 48077 75758 26391 20326 53320 -3278665
"200002" 3401102 1936888 504362 6514 289877 2700 244186 3077 133730 82067 25312 10833 6141 115060 45434 234597 37275 -182400 149635 6755978 4236855 463177 160875 84858 628831 16564 588789 309699 183538 86775 8777 36345 13283 137329 147830 7232 2629 57708 79187 24079 20238 50169 -3354876
"200003" 3777663 2073386 527023 6554 430885 2642 318161 36437 153359 101417 26948 13791 7464 104970 42358 250786 37700 -180003 141946 7086297 4422004 484419 156863 85154 679663 18328 631222 319234 204355 98420 9213 34004 9857 150795 147102 7469 3518 65401 80861 27859 20857 60921 -3308634
"200004" 3694076 2106141 549183 6390 283989 2327 317342 51042 137161 104383 24756 20838 5607 111326 46130 269703 38001 -210589 147689 7841647 5127441 506237 143080 85668 679509 19277 642813 337383 192556 106276 6598 34805 12263 157776 146167 8216 3507 68329 63374 35502 21748 85935 -4147571
"200101" 3993343 2142011 562973 6478 533686 1677 315123 60923 114696 114998 24506 18252 3459 104401 65692 293575 37914 -263087 171189 8338705 5166523 534204 138742 86205 1156876 19254 661449 398117 151275 104986 7071 38732 12001 184578 113369 9350 1304 53009 62923 38476 21983 39727 -4345361
"200102" 4045479 2123636 576763 6357 541565 887 335740 46883 130768 134646 23443 29110 6047 101022 65795 294928 37790 -160893 86732 8459303 5219354 566020 138093 86547 1095119 20168 680659 388822 178572 105478 7787 42409 16480 180497 110733 9394 1029 59962 63688 26035 22807 120309 -4413824
"200103" 4385376 2097307 590553 6392 797450 705 438340 119499 154086 140264 24491 35056 5468 113751 82014 298318 37515 -179846 62352 8657492 5153402 594187 132667 86431 1252726 20444 778888 475301 184337 111068 8182 44104 27090 179683 104851 10211 1038 59593 71510 34054 22702 83911 -4272117
"200104" 3980968 2151154 604343 6217 254562 -342 307795 -13060 141020 150839 28996 33901 3768 124310 85437 302107 38049 -71190 140857 8389863 5208721 633503 124444 86032 844437 20305 748096 417407 206022 112191 12477 41587 17427 180116 102649 10000 911 65068 68910 55563 22385 159709 -4408895
"200201" 3911567 2151766 609023 6304 278454 280 295239 -1753 114992 152259 29741 24998 5170 145580 80009 315036 38539 -123287 84455 8386514 5169664 642418 121442 85526 893762 21173 717447 385691 203135 115145 13476 49062 28818 192652 103955 8893 1272 57740 68694 51944 22751 149301 -4474947
"200202" 4138621 2159554 613703 6176 394279 176 398310 59547 129930 180084 28749 23556 4770 147472 88505 320262 38984 -115257 58131 8589956 5097783 651599 110825 85787 1109268 21006 785600 443098 208566 119887 14050 51989 18761 194442 107636 9921 1310 66657 74141 54007 23529 125695 -4451335
"200203" 4537062 2127762 618384 6203 671353 1124 427692 78420 140373 178594 30305 41583 5585 169389 106008 342491 40234 -87593 66847 8857084 5045597 660779 101778 86797 1332275 20094 849014 492295 211451 131484 13784 52706 22882 193992 108306 10338 1164 68741 85291 61384 23636 132310 -4320022
