"DATES" "FL674090005.Q" "FL673061103.Q" "FL673061705.Q" "FL673069005.Q" "FL673065005.Q" "FL673065105.Q" "FL673065405.Q" "FL673065505.Q" "FL673066000.Q" "FL673070003.Q" "FL674190005.Q" "FL673169105.Q" "FL673163005.Q" "FL675013363.Q" "FL643065775.Q" "FL723169103.Q"
"196803" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196804" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196901" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196902" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196903" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196904" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197001" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197002" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197003" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197004" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197101" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197102" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197103" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197104" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197201" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197202" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197203" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197204" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197301" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197302" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197303" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197304" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197401" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197402" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197403" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197404" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197501" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197502" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197503" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197504" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197601" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197602" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197603" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197604" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197701" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197702" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197703" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197704" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197801" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197802" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197803" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197804" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197901" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197902" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197903" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197904" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"198001" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"198002" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"198003" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"198004" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"198101" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"198102" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"198103" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"198104" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"198201" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"198202" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"198203" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"198204" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"198301" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"198302" 220 0 0 0 0 0 0 0 0 220 220 220 0 0 0 0
"198303" 2229 0 1789 0 0 0 0 0 0 440 2229 440 1789 0 0 0
"198304" 3655 0 2995 0 0 0 0 0 0 660 3655 660 2995 0 0 0
"198401" 5630 0 4750 0 0 0 0 0 0 880 5630 880 4750 0 500 0
"198402" 7600 0 6500 0 0 0 0 0 0 1100 7600 1100 6500 0 1000 0
"198403" 9570 0 8250 0 0 0 0 0 0 1320 9570 1320 8250 0 1500 0
"198404" 21339 0 8799 0 11000 11000 0 0 0 1540 21339 1540 19799 0 2056 0
"198501" 25928 0 5015 0 19153 19153 0 0 0 1760 25928 1760 24168 0 2080 0
"198502" 29733 0 6699 0 21054 20969 0 85 0 1980 29733 1980 27753 0 2110 0
"198503" 33294 0 9450 0 21644 21561 0 83 0 2200 33294 2200 31094 0 2150 0
"198504" 37174 0 10174 0 24580 24016 0 564 0 2420 37174 2420 34754 0 2182 0
"198601" 45700 0 17040 0 26020 25472 0 548 0 2640 45700 2640 43060 0 2285 0
"198602" 53248 0 21667 0 28721 27637 0 1084 0 2860 53248 2860 50388 0 2744 0
"198603" 59601 0 25344 0 31177 30032 0 1145 0 3080 59601 3080 56521 0 3375 0
"198604" 74723 0 53525 0 17898 16617 165 1116 0 3300 74723 3300 71423 0 6677 0
"198701" 93201 0 69250 0 20275 18500 174 1601 0 3676 93201 3677 89524 0 7087 0
"198702" 104156 0 76028 0 24032 21444 193 2395 0 4096 104156 4096 100060 0 9419 0
"198703" 116076 0 81438 0 30074 27262 383 2429 0 4564 116076 4564 111512 0 11289 0
"198704" 118309 0 81771 0 31454 27800 529 3125 0 5084 118309 5084 113225 0 13002 0
"198801" 130381 0 91720 0 33194 29241 782 3171 0 5467 130381 5467 124914 0 13345 0
"198802" 138970 0 98092 0 34999 30749 791 3459 0 5879 138970 5879 133091 0 13760 0
"198803" 145774 0 101943 0 37510 32782 847 3881 0 6321 145774 6321 139453 0 13738 0
"198804" 154382 0 107130 0 40455 34865 967 4623 0 6797 154382 6797 147585 0 14576 0
"198901" 194139 0 109991 1616 42058 36027 934 5097 33377 7097 194139 8382 185757 0 15315 0
"198902" 195145 0 107924 1618 43671 36869 919 5883 34535 7397 195145 10335 184810 0 15397 0
"198903" 196950 0 110046 1727 41645 33685 954 7006 35835 7697 196950 12745 184205 0 15570 0
"198904" 209825 0 99100 2021 52647 43325 953 8369 47335 8722 209825 15715 194110 0 15300 0
"199001" 220130 0 105141 2199 48490 38165 992 9333 53930 10370 220130 18684 201446 0 15027 0
"199002" 235234 0 105931 940 53076 42863 959 9254 62958 12329 236537 22214 214323 1303 15473 0
"199003" 248646 0 107378 1773 57664 47260 914 9490 67173 14658 250037 26411 223626 1391 14594 0
"199004" 267701 0 103252 4313 66046 55029 868 10149 76663 17427 269186 31400 237786 1485 15258 0
"199101" 278397 0 101467 4267 71048 59430 951 10667 83251 18364 279989 33089 246900 1592 15709 0
"199102" 291923 0 94215 4724 85021 72495 923 11603 88611 19352 293867 34868 258999 1944 15378 0
"199103" 308818 0 87131 5496 98380 84444 2138 11798 97418 20393 310950 36744 274206 2132 14992 0
"199104" 320968 0 76631 6792 113098 96732 3780 12586 102957 21490 322950 38720 284230 1982 14992 0
"199201" 337188 0 76437 6333 125358 106805 4918 13635 106694 22366 339008 40665 298343 1820 15963 0
"199202" 349804 0 71788 7670 138529 116694 6371 15464 109534 22283 351769 40514 311255 1965 14655 0
"199203" 365867 0 64031 7684 157480 132056 6295 19129 113540 23132 367558 42059 325499 1691 14498 0
"199204" 383678 0 59971 9739 167916 142265 6577 19074 120277 25775 385538 46863 338675 1860 14268 0
"199301" 399259 0 65634 13981 173846 145921 6783 21142 119788 26010 401032 47290 353742 1773 14268 0
"199302" 415012 0 68924 15844 184610 153845 7545 23220 119082 26552 416750 48276 368474 1738 12976 0
"199303" 436104 0 76924 14715 195409 164005 7820 23584 123831 25225 437572 45864 391708 1468 12521 0
"199304" 466161 0 83563 19459 204327 167899 8373 28055 130455 28357 468034 51558 416476 1873 12521 0
"199401" 490495 0 94747 22826 215990 179616 8480 27894 127977 28955 492100 52645 439455 1605 11600 0
"199402" 502591 0 100988 22097 219028 181026 9073 28929 132574 27904 504222 50735 453487 1631 10700 0
"199403" 519508 0 105335 22247 222823 182173 9329 31321 137886 31217 521247 56759 464488 1739 9800 0
"199404" 536135 0 106541 23719 224653 183002 9820 31831 146052 35170 538291 63945 474346 2156 8953 0
"199501" 550205 0 106712 24738 227335 185999 9780 31556 153268 38152 552219 69368 482851 2014 8637 0
"199502" 575986 0 110928 26704 230908 189046 10122 31740 166238 41208 578437 74923 503514 2451 7901 0
"199503" 616432 0 123955 27961 232641 189468 10470 32703 189591 42284 619031 80293 538738 2599 7480 0
"199504" 662899 0 127368 29997 241502 193759 11924 35819 213085 50947 666360 101241 565119 3461 7621 0
"199601" 689635 0 130274 30630 251233 201074 12176 37983 224607 52891 692959 110227 582732 3324 7763 0
"199602" 721017 0 129606 36059 260904 208206 12825 39873 242096 52352 728583 114695 613888 7566 7961 0
"199603" 740897 0 127020 33483 268182 213851 13782 40549 257317 54895 748336 126761 621575 7439 8197 0
"199604" 772264 0 122806 38277 277597 215357 15721 46519 273490 60094 781007 146690 634317 8743 7350 0
"199701" 778289 0 116337 34290 288314 224576 15684 48054 278296 61052 786673 158050 628623 8384 6998 0
"199702" 794682 0 114530 35731 297285 229072 16812 51401 287881 59255 803898 163285 640613 9216 7755 0
"199703" 835026 0 104957 33903 316476 243766 17409 55301 308273 71417 845044 210358 634686 10018 8068 0
"199704" 907496 0 102079 64616 339370 253804 20182 65384 320460 80971 918344 256146 662198 10848 11060 0
"199801" 952775 0 100225 70579 369202 268984 23814 76404 329394 83375 963307 284823 678484 10532 11266 0
"199802" 1028170 0 100383 71092 406870 287717 27829 91324 366778 83047 1039059 308341 730718 10889 13678 0
"199803" 1087033 0 112592 75500 434560 307746 29866 96948 380646 83735 1101201 340461 760740 14168 14232 0
"199804" 1163773 0 126816 90283 467789 321869 33073 112847 393914 84971 1176428 381797 794631 12655 13929 0
"199901" 1212020 0 144617 91457 492437 334008 36051 122378 403528 79981 1224068 401575 822493 12048 13466 0
"199902" 1268684 0 159170 91794 511518 345311 37708 128499 431160 75042 1280012 426914 853098 11328 13009 0
"199903" 1314867 0 167850 90512 524704 348527 39281 136896 460790 71011 1325417 465986 859431 10550 12790 0
"199904" 1320531 6 167816 90135 538734 353744 41602 143388 456658 67182 1330268 520790 809478 9737 11538 0
"200001" 1347310 10 175993 97167 544708 354234 42510 147964 458914 70518 1356150 546648 809502 8840 11771 0
"200002" 1373019 84 181449 91204 553562 355282 43650 154630 477024 69696 1380892 571280 809612 7873 11242 0
"200003" 1411037 98 178979 89654 574504 369762 44370 160372 493623 74179 1418206 598215 819991 7169 10781 0
"200004" 1496953 128 176374 104248 604486 385465 46910 172111 528406 83311 1503516 645825 857691 6563 10048 0
"200101" 1548747 427 186710 109600 626693 402463 47370 176860 546897 78420 1555355 542350 1013005 6608 8837 0
"200102" 1596587 494 190907 111467 655334 420262 48959 186113 560589 77796 1604212 543724 1060488 7625 7621 0
"200103" 1662655 512 192701 123435 687524 442000 49941 195583 574686 83797 1669674 567874 1101800 7019 7015 0
"200104" 1751745 535 211407 127744 725136 463247 52786 209103 597800 89123 1758570 607818 1150752 6825 6744 0
"200201" 1796527 581 216878 134048 759846 494028 53154 212664 596494 88680 1803009 577178 1225831 6482 6493 0
"200202" 1850272 709 223553 135054 793615 520601 54452 218562 610542 86799 1856461 560674 1295787 6189 8963 0
"200203" 1891051 864 249330 135766 822916 542312 55830 224774 597771 84404 1897011 556554 1340457 5960 11400 0
"200204" 1981339 940 286527 143966 836042 543566 58286 234190 630365 83499 1987081 566075 1421006 5742 14753 0
"200301" 2056890 1006 316125 156225 867365 569460 59219 238686 632525 83644 2063073 539121 1523952 6183 16532 0
"200302" 2111055 1642 348747 147574 897713 584447 61169 252097 631817 83562 2117014 521201 1595813 5959 19526 0
"200303" 2153105 2071 371771 144917 940661 615772 63103 261786 611235 82450 2158850 533303 1625547 5745 25960 0
"200304" 2217378 2811 368782 149235 1009456 666416 66401 276639 594765 92329 2222916 530036 1692880 5538 30327 0
"200401" 2288770 3350 374344 150435 1088829 737278 68114 283437 580545 91267 2294109 508861 1785248 5339 37012 0
"200402" 2403225 4195 370978 154520 1199040 830758 69491 298791 574857 99635 2408374 503435 1904939 5149 43883 0
"200403" 2524225 5321 351177 164638 1326853 949768 70327 306758 572548 103688 2529191 498168 2031023 4966 60391 0
"200404" 2657434 8035 363910 168120 1443223 1048569 72880 321774 571534 102612 2662226 526113 2136113 4792 89949 0
"200501" 2808812 10096 368735 175556 1579134 1166926 74585 337623 576796 98495 2813436 531088 2282348 4624 98557 0
"200502" 2984529 15299 352719 177175 1748064 1309223 78889 359952 593075 98197 2988991 559042 2429949 4462 105562 0
"200503" 3168034 20941 354385 182015 1927491 1468405 81596 377490 583315 99887 3172341 595435 2576906 4307 109906 0
"200504" 3387515 27694 333349 188332 2128458 1621906 89448 417104 609912 99770 3391672 674422 2717250 4157 107251 0
"200601" 3601644 32479 331814 202646 2298255 1765487 92695 440073 620990 115460 3605658 690269 2915389 4014 112654 0
"200602" 3787147 40874 316195 219567 2467355 1911547 94903 460905 636635 106521 3791024 742948 3048076 3877 113111 0
"200603" 3963116 47698 324983 225745 2621671 2039527 97480 484664 641190 101829 3966859 758859 3208000 3743 112922 0
"200604" 4195817 56415 356715 253355 2759984 2140788 103400 515796 661076 108272 4199427 837356 3362071 3610 110005 0
"200701" 4357412 60407 355026 275580 2891182 2232531 110807 547844 663691 111526 4360893 830830 3530063 3481 115308 0
"200702" 4513288 66336 356797 306720 3006463 2303264 118605 584594 668224 108748 4516645 905095 3611550 3357 110934 0
"200703" 4561404 71348 370923 328887 3002419 2247981 125635 628803 683243 104584 4564642 730195 3834447 3238 101194 0
"200704" 4532292 77458 375032 341949 2942535 2175741 125555 641239 683667 111651 4535415 643121 3892294 3123 92123 0
"200801" 4470158 76751 369565 350564 2874936 2116258 122973 635705 679980 118362 4473170 588378 3884792 3012 72197 0
"200802" 4361759 73911 366242 357419 2778899 2028884 120087 629928 680042 105246 4364664 558898 3805766 2905 66666 0
"200803" 4267629 69991 365036 380016 2688200 1951015 117625 619560 669734 94652 4270430 510520 3759910 2801 59430 0
"200804" 4124820 65129 346373 379801 2591630 1865768 114577 611285 646353 95534 4127522 559264 3568258 2702 46629 0
"200901" 3919955 61438 283918 359986 2499169 1781275 113023 604871 629301 86143 3922561 484665 3437896 2606 43343 0
"200902" 3739570 56624 245462 343543 2392510 1682581 112269 597660 623774 77657 3742083 422362 3319721 2513 41066 0
"200903" 3545473 52427 185042 326026 2300151 1599602 110514 590035 614068 67759 3547897 329588 3218309 2424 36792 0
"200904" 3342020 48659 120536 328718 2205173 1528662 108366 568145 577868 61066 3344357 292539 3051818 2337 38818 0
"201001" 2757420 44717 85001 314070 2107770 1442268 107385 558117 151424 54438 2759674 124481 2635193 2254 38950 132545
"201002" 2640470 41434 48341 317376 2035477 1383628 105663 546186 143816 54026 2642644 112012 2530632 2174 35551 135794
"201003" 2542839 38260 24519 324825 1965342 1325398 103462 536482 135761 54132 2544936 119219 2425717 2097 30806 129213
