"DATES" "FL893190005.Q" "FL543077003.Q" "FL103190005.Q" "FL113190005.Q" "FL313190005.Q" "FL263190005.Q" "FL713190005.Q" "FL763190005.Q" "FL443190005.Q" "FL473193005.Q" "FL513190005.Q" "FL543190005.Q" "FL403190005.Q" "FL613190005.Q" "FL643193005.Q" "FL663190005.Q" "FL503190005.Q" "FL893090005.Q" "FL153090005.Q" "FL103090005.Q" "FL113090003.Q" "FL133090005.Q" "FL213093005.Q" "FL313090005.Q" "FL263090005.Q" "FL713090005.Q" "FL763090005.Q" "FL443090005.Q" "FL473090005.Q" "FL513092003.Q" "FL543090005.Q" "FL573090005.Q" "FL223093003.Q" "FL343150005.Q" "FL633093005.Q" "FL653093003.Q" "FL403093005.Q" "FL613090005.Q" "FL643093005.Q" "FL663090005.Q" "FL503094505.Q" "FL903090005.Q"
"197604" 913371 8375 354278 27884 47307 231082 2959 73852 23022 892 69934 39364 12597 17769 185 2437 1433 747294 49905 390037 24751 9326 0 6061 55859 2982 66978 22194 -866 3956 16499 42623 0 46657 -56 0 1023 6878 0 2487 0 166077
"197701" 944035 8582 370218 28169 46042 232191 2372 79994 24308 1026 72944 40446 12902 19722 356 3043 1721 766389 51649 390104 25791 9727 0 6177 57911 2882 73741 23604 -915 4230 17081 47865 0 45466 -21 0 956 6557 2 3582 0 177646
"197702" 963169 8818 373155 27206 47409 237425 2626 83006 26481 1163 76087 41571 13479 19161 127 3749 1706 786876 53549 397229 26922 10138 0 6455 60685 2829 75945 25602 -959 4524 17675 48017 0 46928 -98 0 1344 6663 0 3428 0 176293
"197703" 1001631 9060 391150 27408 53497 239333 2960 86183 28684 1304 79348 42740 13094 21580 51 3436 1803 813537 55481 407036 28084 10531 0 6582 61227 2768 76203 26133 -991 4838 18265 52229 0 53102 -100 0 1370 7523 0 3256 0 188094
"197704" 1019549 9284 392073 27871 53232 253925 3142 85569 29052 1452 82637 43955 13929 19841 63 1700 1825 842274 57320 435876 29200 11052 0 6774 57477 2378 76080 27772 -1029 5174 18827 51451 0 53232 -163 0 1996 7502 80 1275 0 177275
"197801" 1067664 9534 417226 29435 51966 258404 2736 93371 30495 1474 86055 45133 14496 21103 425 3462 2349 881492 59118 451741 30290 11537 0 7110 63387 2211 80996 29641 -855 5351 19314 56413 0 51966 -193 0 2518 7191 18 3738 0 186172
"197802" 1096372 9790 425174 30072 53425 264075 3073 98736 31180 1499 89635 46315 15695 21200 480 3850 2174 890878 60866 450037 31417 12026 0 7249 61659 2340 86895 31427 -350 5534 19826 55223 0 53425 -203 0 2421 7608 61 3417 0 205494
"197803" 1149275 10059 448879 30297 59653 268173 3186 105962 30695 1516 93282 47521 17107 26231 216 4552 1946 928990 62622 463655 32514 12533 0 7408 61630 2358 94969 31769 89 5724 20358 58391 0 59653 -412 0 2624 8982 15 4108 0 220285
"197804" 1212670 10349 465003 31336 60259 301369 4089 106417 29468 1516 96944 48765 18472 30505 291 4989 2898 995299 64442 494330 33634 13017 0 7516 80731 2887 98021 33008 629 5920 20963 62416 0 60259 326 0 2442 9860 230 4668 0 217371
"197901" 1270785 10665 501525 33432 58551 309133 3243 113273 31646 1557 100753 50077 19343 30759 244 4188 2397 1011965 66341 507672 34789 13458 0 7994 75807 2580 99590 34001 938 6122 21642 65276 0 58551 432 0 2759 9558 289 4166 0 258820
"197902" 1306473 11010 516893 33949 60046 315619 3463 110807 33098 1579 104601 51483 21255 35304 160 4758 2448 1044359 68280 519793 35990 13942 0 8165 79964 2748 102115 36654 1271 6332 22396 67412 0 60046 527 0 2300 11171 336 4917 0 262114
"197903" 1371836 11360 553242 34862 67607 320039 3745 110462 34476 1581 108494 52858 21397 42981 421 5610 2701 1091960 70254 553815 37194 14377 0 8274 78029 3733 101419 35707 1702 6549 23166 67783 0 67607 638 0 2332 13643 378 5360 0 279876
"197904" 1445015 11692 577212 38754 68259 356960 4763 112142 32799 1566 112422 54081 24157 40894 268 6094 2953 1153092 72256 584771 38356 14942 0 8471 100139 3045 102346 34643 2331 6773 23893 69906 0 68259 700 0 2856 12497 400 6508 0 291923
"198001" 1510887 12003 619943 40363 66161 367081 3366 117382 33224 3375 116442 54964 24491 42927 317 6194 2654 1159162 74399 578690 38629 15427 0 8394 106490 2585 106147 36149 3508 7005 24580 71808 18 66161 419 0 2912 10050 430 5361 0 351725
"198002" 1570821 12288 652623 43082 67358 365385 4521 122531 32169 3350 119878 55526 25891 57009 300 6430 2480 1200680 76062 595394 37397 15874 0 8449 99007 3123 115313 35001 4338 7245 25224 73693 35 67358 713 0 2886 14081 467 6321 12699 370141
"198003" 1640807 12587 704312 44665 76924 364306 3199 124799 33928 2425 123185 56122 26407 55999 401 7605 3944 1274317 77696 649751 37522 16280 0 8794 98000 3226 115653 34984 4710 7493 25888 76360 53 76924 771 0 3236 15003 497 8058 13418 366490
"198004" 1690595 12939 700608 47875 77183 402522 3768 126792 34238 3100 127024 57106 27713 57505 325 8470 3427 1361752 79428 678301 41940 16809 0 10092 141455 3526 120755 38730 5652 7750 26634 75395 70 77183 588 0 4106 12503 510 7802 12523 328843
"198101" 1811311 13358 807360 46510 74439 412049 3262 134116 34513 2927 130190 58694 28053 62582 267 6679 -3687 1460762 81458 759734 46017 17194 0 10058 145221 3056 127239 37793 5036 8015 27417 74125 88 74439 521 0 5485 16455 540 6783 14088 350549
"198102" 1844089 13859 805262 45470 75653 416821 3876 142563 37805 2453 133267 60758 28445 64344 322 7604 5587 1478535 83546 763685 49930 17613 0 10551 143748 4149 132119 38983 4505 8290 28176 75186 105 75653 1095 0 3524 15328 553 7429 14367 365554
"198103" 1919234 14345 838776 46401 86895 419176 4278 148477 39406 3277 136218 62941 31035 65740 263 8061 13945 1524128 85536 767211 53205 18028 0 10850 155731 3592 136347 41664 5378 8573 29069 76718 123 86895 1220 0 3936 15986 544 6253 17269 395106
"198104" 1968315 14722 842899 47826 87179 426821 4396 184585 34456 3200 138775 64888 32384 67128 251 9476 9329 1608544 87432 807754 56136 18549 0 10873 178997 3954 147484 44352 4738 8867 30257 74309 141 87179 1627 0 4747 14328 540 9467 16813 359771
"198201" 2053546 15001 888588 54627 84313 464262 3551 170102 39691 2747 141017 66567 33212 70750 357 7720 11040 1648391 88916 832324 53650 19028 0 11186 183753 3921 155737 49476 3666 9307 31738 69539 171 84313 2122 0 4970 17014 582 9050 17928 405155
"198202" 2085703 15194 888822 61793 86345 467585 3493 171352 47791 2780 143154 68164 33780 72397 317 8691 14045 1672071 90268 837039 51423 19341 0 12011 185308 3871 153429 58500 4868 9478 33510 70550 202 86345 1706 0 4807 18570 551 10236 20058 413632
"198203" 2151178 15349 919366 69141 98516 473595 3440 184800 35705 2698 145284 69809 32117 75872 329 9415 15743 1737404 91856 869387 49663 19750 0 12113 180994 4386 167079 58928 4673 9681 35419 77816 233 98516 1359 0 2241 18756 578 11621 22355 413774
"198204" 2127914 15515 906562 77117 99245 462540 4350 178658 29115 2300 150081 71703 38041 74515 325 3264 14583 1783432 96097 900067 47665 20225 0 12372 179275 3947 172741 63549 4229 9521 37309 78345 264 99245 1013 0 5668 16694 578 11872 22756 344482
"198301" 2181946 15665 921153 79921 96374 461021 3318 187607 30987 2433 152515 73833 38096 77699 305 11824 29195 1837853 99238 933791 47880 20504 49 12501 187972 4036 164800 68565 4066 9589 38580 83708 299 96374 901 0 6234 20653 646 15606 21861 344093
"198302" 2218589 15810 936454 83617 98735 463119 3543 180085 37598 2460 154669 76185 38184 79809 348 14512 33461 1879752 103046 959953 47285 20728 173 12898 182908 3905 167361 69244 2713 9962 40801 93545 351 98735 1022 0 6617 20681 689 14281 22854 338837
"198303" 2292060 15950 957247 86966 111500 468366 3903 195232 44237 2483 158103 78613 38279 79535 275 12528 38843 1929383 107708 965255 47416 20996 62 12925 185236 4428 185212 72408 3929 10252 43707 93443 422 111500 1035 0 6434 20328 667 13356 22664 362677
"198304" 2277627 16099 938518 90534 113787 440571 4234 198330 48230 2300 162979 80975 37797 84066 329 16486 42392 2003237 112505 966951 48941 21346 69 13073 233584 4860 187580 76447 4242 9859 45320 95511 509 113787 816 0 6748 17227 812 17101 25949 274390
"198401" 2323053 15949 989324 93555 111640 436465 3945 193487 49168 2219 166547 84311 37532 86159 349 14543 37860 2053765 107437 981401 55609 21420 227 13105 246004 4882 221120 78825 3818 9846 45402 91560 474 111640 1033 0 7716 7024 804 17790 26628 269288
"198402" 2369936 15600 1017435 94255 115547 435476 4053 180502 54519 2426 170157 88328 40386 88853 395 15565 46439 2116477 110091 1031768 54437 21285 1007 13413 253941 5630 218361 86956 3853 10020 46995 89120 439 115547 1073 0 8094 6524 985 16260 20678 253459
"198403" 2469049 15255 1067041 97669 128964 446629 4121 197881 57561 2320 173570 92297 42538 89951 467 17076 35709 2244599 112567 1108550 52688 21217 1798 14022 247316 8461 232429 94463 3528 10217 48064 95380 422 128964 1149 0 8952 6342 1180 19064 27826 224450
"198404" 2426950 15108 1011364 100777 132262 431694 4753 211019 60663 2900 177182 95569 48035 91071 519 19638 24396 2314026 115370 1130539 50600 21423 1447 14444 261475 8523 244542 107652 3545 9906 52151 98609 369 132262 1655 0 9529 1769 1472 19632 27112 112924
"198501" 2566996 15071 1091586 107289 140863 430766 4065 218591 64093 2772 181479 99269 47275 94078 419 21697 47683 2388870 117474 1180716 51391 22084 1106 14914 255523 8272 252189 106781 4220 9472 52568 105101 386 140863 1790 0 9404 3843 1673 18934 30166 178126
"198502" 2644037 15180 1123520 111475 144839 433011 3940 230197 69660 2230 190481 103211 51326 98304 218 19150 47295 2449322 124284 1197408 52015 22748 1532 15164 258926 8041 256214 118728 4223 9725 54729 112040 404 144839 1642 0 9422 3972 1752 21068 30446 194715
"198503" 2761649 15279 1172816 125885 158741 428143 4040 226969 74497 2073 203232 105593 58203 99943 15 22168 64053 2537175 134776 1230521 53237 23539 2610 15482 275116 8422 265595 115717 5246 10078 55781 108389 440 158741 1985 0 7785 5791 1830 20369 35725 224474
"198504" 2982394 15209 1171758 130777 172130 444370 4845 232804 79524 2800 214720 241389 54874 104727 654 26983 84831 2853607 146692 1311264 54833 21961 7460 15836 292900 8035 286483 122061 4768 10032 57767 262819 490 172130 1991 1000 3920 3991 1692 26777 38705 128787
"198601" 3011263 14968 1163312 133376 169702 450305 3646 254274 81569 2647 224061 250350 56097 103335 1144 27853 74625 2911278 150920 1344657 57032 22157 7806 16022 283631 7707 299817 122124 5571 10400 57119 267618 589 169702 1576 1532 4444 4742 972 32209 42931 99985
"198602" 3020373 14548 1149109 134486 175169 451626 3668 241077 86607 2279 234003 253132 56335 101619 1992 34279 80443 2938045 155787 1352343 59752 22355 9045 16373 275085 7341 299430 125312 6550 10764 59595 270559 680 175169 2319 1944 514 3924 1133 36108 45963 82328
"198603" 3094325 14129 1193794 136070 186641 437774 3689 256346 88066 2997 245647 255129 58902 108123 2809 32147 72062 3038599 161828 1403299 62764 22556 9822 16135 290178 7635 311318 124305 6808 11256 62339 274365 671 186641 3110 2318 1437 8213 1984 22882 46735 55726
"198604" 3129565 13885 1137454 139408 201682 478330 3749 264172 89863 3000 258364 261159 63109 105690 771 33131 75798 3191212 167440 1455786 65071 22757 9139 16307 319842 7734 319778 124339 7676 11848 64796 295731 702 201682 3578 2675 5823 6234 1306 34731 46237 -61647
"198701" 3192541 13853 1165934 130113 198583 464415 3631 282420 99255 3144 268884 277748 65167 104824 1216 32558 80796 3311755 175068 1532914 65773 22867 9050 16649 308745 6892 321979 132426 9488 12655 67831 321110 770 198583 3435 3372 7649 7375 991 39022 47111 -119214
"198702" 3255454 14193 1172247 129732 204244 467903 3999 284880 105378 2975 280278 287775 62925 108614 973 33782 95555 3372297 182217 1566780 65354 22979 9405 16772 308563 6243 313036 132881 9305 13087 71436 332189 765 204244 3496 2603 9091 6724 1683 42107 51337 -116843
"198703" 3321237 14503 1173880 127688 218803 470662 4016 315960 105973 3794 291025 303777 59406 103630 1199 37085 89835 3519302 188943 1608933 65404 23091 10213 17183 322595 9713 338577 129968 9230 13343 75855 363506 619 217841 3360 4231 8668 9699 1833 45120 51377 -198065
"198704" 3433202 15093 1169909 127946 233116 524518 4715 314982 100606 3900 304296 305832 60660 135085 1188 39364 91993 3637039 195779 1620099 66733 23204 13019 17372 389939 9907 351852 145770 5016 15512 77783 343022 571 231950 4361 3805 12696 12356 2235 38239 55819 -203837
"198801" 3461023 14963 1199459 134921 229722 509890 4293 308270 95976 3819 312849 307721 65221 155574 1985 33386 82974 3699903 200504 1661310 70357 23329 6284 17543 380856 8128 347480 161823 7059 16496 81874 343350 527 227959 6850 4406 12853 12991 1841 42004 64079 -238880
"198802" 3530578 15023 1202059 139440 237736 515097 4593 328572 97714 3525 320272 312775 61729 159432 1939 33279 97393 3781890 204896 1680573 74290 23453 6973 17818 392992 8291 361009 161497 6061 16962 82161 352346 483 234929 5338 4117 13753 15587 1845 46647 69869 -251312
"198803" 3597623 15187 1226087 143935 251776 518214 4992 351557 107773 4719 327441 310781 64271 154541 2910 33182 80258 3868773 210368 1706068 77916 23579 6538 18083 404589 8452 366446 175468 7418 17537 84287 358446 512 248193 5002 3379 15501 14586 1622 39945 74838 -271150
"198804" 3856273 15542 1337791 148710 270552 601443 5212 356259 120935 4300 335645 314941 61770 152137 3520 41955 85561 4176718 216737 1880321 81388 23705 7189 18634 471638 9401 374253 177035 5061 18863 86395 370123 2117 264730 4648 3518 20215 15098 3053 47223 75373 -320445
"198901" 3958518 15450 1454445 155490 266282 608092 4366 382210 77814 3200 343863 323798 60766 146964 1511 35825 78442 4286838 220288 2001369 83862 23847 7015 18892 469432 8269 395191 128622 6602 19396 88271 378482 2733 260176 5408 4200 18086 15574 3689 45836 81598 -328320
"198902" 4062726 15565 1449734 161225 275343 624840 4381 414779 80063 3100 352552 329371 61878 153289 1858 39470 95277 4375535 224139 2002355 86903 23989 7564 19096 472508 9729 436681 136900 5312 19839 92089 377115 3919 268190 6845 5200 23021 16534 4909 51627 81071 -312810
"198903" 4201405 15693 1492601 166525 288662 620735 4236 477674 88624 3400 361410 336889 66721 155524 1620 25700 95390 4510773 229015 2029349 89166 24134 8229 28541 486313 7978 492616 140543 5904 20403 94475 373301 5200 281179 7839 6200 28430 17119 5076 50493 79270 -309368
"198904" 4259371 16371 1487158 171833 307059 661097 5178 459556 84080 3700 369858 342765 68032 156998 2148 35171 88367 4629322 233853 2034927 90154 24278 8570 33976 559242 7196 476792 138090 6162 22371 95137 381104 6269 299287 7531 7127 30259 17978 4690 66498 77831 -369951
"199001" 4375885 16011 1487618 165812 301478 710654 5208 482707 114412 3400 376788 344247 61688 147776 2313 41900 113873 4650710 242529 2077180 89080 24528 8444 33299 573907 5397 487308 97392 6994 23047 90854 378026 6609 294038 8333 7500 29357 15967 4357 70053 76511 -274825
"199002" 4300260 16022 1462764 165302 308768 691199 5029 417192 104256 3600 382954 345798 62701 159468 1584 45043 128580 4592002 244231 2050873 87139 24780 9402 51988 578134 4951 419624 94348 8702 22855 90885 372663 7829 301075 10789 8000 32687 15844 3569 74480 77154 -291742
"199003" 4434478 15972 1504106 164566 322185 741108 5264 450698 100199 3800 388910 344995 59863 173136 2292 41084 116300 4716983 249142 2070554 85809 25036 7957 56321 624244 5693 442743 92966 9209 23364 90542 373627 7625 314748 5565 8500 31220 15701 3061 92482 80874 -282505
"199004" 4426010 16459 1522298 163676 340329 720089 4179 465338 86926 3900 396920 348102 69244 161350 1202 37541 88457 4796790 253804 2133096 85939 25291 9839 68138 590545 6046 454964 96585 8176 24822 90997 363429 7831 332641 4000 8876 32941 16088 4270 97042 81430 -370780
"199101" 4519850 16331 1597905 163605 334052 709447 3864 482256 80522 3800 403033 361135 70254 163065 1171 40692 88717 4900400 255650 2214872 87780 25651 10903 61608 583055 5318 475042 102702 10158 25054 93865 369904 3910 326631 4833 8500 32294 17615 4273 98834 81948 -380550
"199102" 4560217 16104 1603740 163961 343676 724070 3834 464365 74323 3900 405567 373499 72025 172091 1777 42757 94528 4922614 258023 2203164 90790 26016 11616 68605 603750 5044 441412 94922 13616 25092 95774 387293 4763 336001 6569 8400 31129 18286 4293 108317 79739 -362397
"199103" 4650144 15875 1660503 166341 357339 713135 4125 474885 73771 4800 408452 381530 78203 172587 1745 42610 94243 5041043 260429 2210749 91995 26385 10404 101880 612151 5136 466938 87261 15459 24786 101231 396727 5032 350634 5761 8300 32173 22775 3775 115959 85103 -390899
"199104" 4776252 15737 1664281 167412 377958 734874 3839 509403 69295 4500 416421 388263 76508 178128 2851 41523 125259 5175447 264525 2212901 93995 26754 15324 104245 666424 5572 473721 85536 12768 23730 102180 403733 4621 370999 7727 8157 39208 27198 5411 128998 91720 -399195
"199201" 5052998 15673 1891293 171475 371354 763330 3490 497210 64824 4000 421455 394363 88388 189737 247 45322 130836 5286749 268694 2336030 94804 27167 10128 112004 643792 5093 493526 81736 16935 24225 99808 394946 4738 364685 7745 513 31073 24698 6400 140629 97380 -233751
"199202" 5064164 15652 1875940 175005 381298 762278 2701 526554 59908 4400 427784 397555 83996 178946 1147 48539 122461 5290080 273440 2273166 95062 27579 11262 120570 652953 5154 521582 83580 16670 24505 99615 402049 4741 374374 10327 2525 32356 19414 6028 128791 104337 -225916
"199203" 5163057 15680 1885592 177246 396533 756870 2937 562511 58488 4989 433969 400921 88805 180579 1041 50921 145975 5371913 278423 2270239 96357 27996 7750 121846 646667 7047 540936 81608 17616 20713 99386 404709 4037 389902 11256 2471 33069 20891 6433 171784 110777 -208856
"199204" 5192428 15762 1879821 181688 417670 742206 3421 557061 56258 4554 439927 402487 88966 189165 2424 52163 158855 5452118 282796 2303414 97521 28412 9978 119583 653675 7351 550977 78240 16486 24000 99383 403843 4544 410786 12705 3007 26901 20202 3134 180413 114767 -259690
"199301" 5245608 15889 1982045 183840 409611 714496 4004 581475 52797 4755 444474 413060 76459 182278 646 50117 129661 5551915 286453 2374983 100318 28944 1965 119129 649090 7690 576334 66717 18682 24784 100708 413905 4637 402820 15042 3638 29477 23981 2248 188501 111869 -306307
"199302" 5334725 16015 2024268 185039 419171 694624 3823 594549 55219 4976 447965 418924 82678 198022 1500 65618 122334 5654865 289537 2408768 103513 29480 -1761 118189 675348 9204 591962 64203 18661 25308 104130 414878 4725 412383 17852 1641 28763 25729 3277 195012 114063 -320140
"199303" 5430931 16141 2056295 186357 433778 671951 5148 615498 56030 5192 451489 426255 80017 195247 1619 75238 154675 5756878 293805 2445640 107488 30023 -13397 114019 683382 8348 612671 59215 19727 25921 102371 415656 4302 427230 21281 1581 33867 28095 4437 207903 123313 -325947
"199304" 5680780 16268 2075054 187575 454664 841141 4345 634192 51211 5066 456119 435878 84048 196009 2337 86056 150817 5983736 296097 2553901 111733 30565 -26715 115747 734017 9564 629401 61045 18188 28826 98340 423835 4109 447864 23687 3334 32538 29104 4580 228594 125382 -302956
"199401" 5757159 16400 2076936 188553 446451 875402 4527 686742 51559 5042 460197 443139 71630 190467 4325 89737 146053 6085732 299686 2553128 117171 30772 -20592 113927 744427 8572 679895 59754 19778 28128 110554 428663 3822 439948 28188 3213 30753 24904 6134 240450 134457 -328573
"199402" 5780423 16533 2079568 193490 455928 862810 5854 716304 52104 5401 464039 450758 64417 186231 4110 87769 135106 6182980 302387 2563122 121421 30981 -4914 118991 752177 8865 707592 58262 19537 28205 103228 441803 4074 449373 28098 2572 28368 21159 5448 254753 137478 -402557
"199403" 5863284 16665 2079864 198400 470523 874917 5739 740029 52162 5884 468031 458282 62121 190893 4800 91344 143629 6280008 307118 2603766 126269 31191 13169 117020 744238 8736 717215 52228 14454 28555 110275 451378 4631 463883 26675 4652 26384 17319 5644 267946 137262 -416724
"199404" 5972805 16797 2102016 203256 492308 907227 5242 758183 49633 6443 471880 474466 59123 198302 5284 77213 145432 6496753 310751 2712458 130300 31401 28368 118964 777474 9833 741453 52993 14786 32199 105100 465204 4587 485506 27782 5871 27293 12883 6376 254196 140975 -523948
"199501" 6033406 16977 2093873 204737 483482 915321 6774 810546 49089 4921 481026 488410 55310 203296 5330 75082 139232 6640368 317800 2794897 139342 31643 26945 115302 760159 8624 777221 51487 15201 32771 109960 473718 4227 476892 27736 5644 27502 15667 6396 265709 155525 -606962
"199502" 6071203 17156 2092834 208105 493671 941414 7170 783606 46017 4654 491299 499745 61091 213485 5950 78029 126977 6748745 324802 2842044 148480 31887 68621 114001 749875 9427 773150 54436 14603 32745 112394 482180 4581 486918 30674 7333 29030 15512 7195 248520 160337 -677542
"199503" 6135882 17336 2122684 211497 508235 923097 6780 808913 46310 4631 489346 506850 63539 213929 6302 81461 124972 6932440 324473 2939750 157180 32134 85145 115444 749477 9299 787702 53407 13895 33746 113045 491740 4834 501617 34459 8021 39114 15478 7578 248165 166737 -796558
"199504" 6356902 17515 2150166 214844 512993 1036241 6603 852839 45483 4526 501629 514512 65129 218932 6677 91666 117147 7281496 328327 3075105 166968 32382 89477 116893 899822 10737 802426 54683 13944 37759 118814 501193 4801 506332 39430 6335 26883 18214 7327 258158 165486 -924594
"199601" 6460275 17713 2197688 223037 517450 1035366 6526 845369 45260 4648 505380 520206 66033 222453 7051 88575 157520 7466807 329891 3211857 175535 32368 65816 115166 896743 9812 810506 51038 16581 38303 118140 511592 5156 510850 45125 5054 30171 17701 7077 283023 179302 -1006532
"199602" 6497826 17911 2193791 230340 529976 1038702 6684 865730 44445 4804 507611 527033 60683 217054 7573 90359 155130 7603584 331640 3256579 184106 32355 44889 114266 916848 10203 825608 49284 15280 38937 122347 522384 5438 522650 45860 8087 52654 16527 7054 289978 190610 -1105758
"199603" 6638521 18108 2254836 237719 542962 1031877 7334 861184 57455 4830 513274 539651 60568 213258 8199 105911 181355 7786352 335653 3318208 193662 32341 70812 114450 936080 10155 821848 66213 13727 39770 122984 536895 5268 535788 44992 3047 52673 17691 5173 304684 204238 -1147831
"199604" 6852056 18306 2261402 245479 568661 1161397 6575 866098 43780 4558 509850 547403 65697 222572 9174 122083 199021 8077073 338882 3417461 203522 32327 95274 110190 1011184 11201 829778 52870 13733 33646 126371 545235 5519 561392 43817 4681 60102 22895 5607 320660 230726 -1225017
"199701" 6999233 18390 2267587 260301 558090 1217207 6756 923736 36223 4701 512472 544192 72590 228105 10569 120989 217326 8227682 342331 3437941 215990 32438 121792 107239 1049343 10558 847939 43715 13253 35404 131798 543252 4936 551537 48312 5354 52769 30029 6466 335501 259785 -1228449
"199702" 6890153 18473 2223213 274318 567739 1095910 8185 942346 39308 4952 514709 572754 66532 207253 12138 125501 216822 8348348 345906 3472434 229672 32550 135849 105482 973172 12783 878720 44009 16174 37043 139101 559812 5173 561040 50837 7013 56689 36181 7614 384660 256434 -1458195
"199703" 7047303 18557 2211983 288552 580794 1118500 7400 967510 36165 4810 523235 588853 71855 235545 14312 139577 239655 8559225 351480 3565080 244398 32664 163573 104780 950385 12316 908906 43276 15883 38749 147651 570443 5331 576602 59881 7950 57643 28815 10019 387013 276387 -1511922
"199704" 7230431 18641 2105898 301309 608328 1243264 8657 1023426 37976 4626 522310 610510 74608 222025 18020 152036 278797 8984810 351547 3627082 259894 32776 170891 106728 1182876 13217 941876 49654 17568 42769 149205 574158 5578 601693 58107 11813 67695 37312 10466 391824 280081 -1754379
"199801" 7316538 18607 2133151 326309 597074 1161460 8360 1020260 40961 5004 526863 635946 89664 193157 22534 233247 303941 9153806 354731 3722000 288117 33603 208381 108088 1068401 13426 955341 54444 21483 42391 162369 590225 5765 590469 73125 8046 65634 11367 17088 447633 311679 -1837268
"199802" 7500875 18892 2194447 348091 608105 1259247 8528 1025956 37675 5543 528389 629889 87299 184359 26298 204742 333415 9421036 355764 3865648 320735 34439 197373 109586 1112886 14629 990560 54898 18001 44530 165758 587145 5916 601532 61330 4950 67938 12697 19696 467269 307756 -1920161
"199803" 7861540 18379 2202461 368540 622976 1455309 7787 1125509 38870 5381 532105 616045 89673 179474 29305 207507 362219 9791603 359656 3873811 353942 35284 211028 111263 1257251 15388 1078434 58884 19847 45755 173919 573205 5803 616276 67726 6604 65794 2017 21148 513391 325177 -1930062
"199804" 8178008 17227 2490393 392948 649611 1398083 9245 1114354 33870 5173 527727 624164 95597 211566 31630 195435 380986 10441418 360788 4475716 382086 36129 174044 113830 1278866 16139 1075212 62083 24342 46954 170118 584497 5812 642911 65671 7662 67597 3110 21194 499335 327322 -2263410
"199901" 8297066 18523 2577824 409129 639251 1430591 7795 1084263 31224 4991 529172 638527 89066 223286 33421 176756 403247 10667605 362210 4693509 407519 36419 174886 115049 1258156 15636 1090859 60689 26538 49523 168406 586942 6258 632554 65258 13362 70415 10848 21541 436315 364713 -2370539
"199902" 8555016 18604 2667807 430050 649393 1465756 8982 1086927 31391 4952 535978 650711 85957 228219 32114 192183 465992 11070686 364296 4921620 424587 36712 172428 116895 1362841 16406 1109184 59616 23041 50537 164665 589342 6524 642736 70606 5387 69599 11872 20406 462081 369305 -2515670
"199903" 8716868 18645 2722820 448505 664169 1515857 9658 1062185 29073 5058 546265 661739 82583 234876 35337 196603 483495 11426285 371537 5033415 445293 37008 168647 118093 1512269 16370 1118459 58781 19851 53302 173106 585356 6570 657468 72392 5011 73469 8116 19980 486495 385297 -2709417
"199904" 9199712 19435 2837587 466808 690583 1707750 8318 1075482 20891 6034 534408 651750 90131 283703 36159 208300 562373 11991234 372593 5416265 463760 37304 165581 118982 1613349 16798 1110166 59981 7971 47768 159073 587626 7114 684033 90567 4150 72549 17214 19851 522811 395728 -2791522
"200001" 9272097 18702 2917522 488692 679579 1698914 9942 953359 17637 5368 536538 661758 94639 360073 35796 213186 580392 12550762 373840 5605551 485785 37394 167159 120844 1733570 16494 1299547 60765 11247 48498 164160 586967 6977 672950 48077 2924 75758 47393 20326 549738 414798 -3278665
"200002" 9604969 18896 3056987 507499 689843 1835097 9565 922981 20440 6141 541848 652398 91051 365834 37275 226303 622811 12959845 377230 5787528 511108 37483 160875 121806 1876958 16564 1317897 64511 13873 50929 167101 566652 7232 683329 57708 2629 79187 44624 20238 573021 421362 -3354876
"200003" 10146369 18750 3254969 530169 703917 2019253 9575 1017449 24248 7464 546017 648734 89046 390445 37700 230175 618458 13455003 381043 6008961 532501 37574 156863 122538 2009914 18328 1391310 63094 10467 52119 180962 552796 7469 697363 65401 3518 80861 48963 20857 589103 422998 -3308634
"200004" 10194364 19560 3359098 552434 711325 1853550 9324 1045686 31937 5607 542997 631238 97042 417558 38001 216579 662429 14341935 378726 6698917 553680 37664 143080 123622 2100526 19277 1423224 67641 12910 47887 188127 527310 8216 704935 68329 3507 63374 51723 21748 655088 442424 -4147571
"200101" 10638273 18723 3436774 566771 719752 2143577 8706 1055141 31517 3459 549240 611691 130164 446138 37914 212212 666495 14983635 376631 6756991 581826 37961 138742 124580 2636584 19254 1496868 84816 12705 48629 214687 462982 9350 713274 53009 1304 62923 55017 21983 588751 484768 -4345361
"200102" 10853497 18461 3465710 580595 731272 2182390 8030 1082160 43115 6047 553727 629074 127387 451666 37790 299278 636795 15267321 385458 6842553 614457 38261 138093 125446 2635863 20168 1537176 85032 17216 48343 210225 466772 9394 724915 59962 1029 63688 42900 22807 723609 453954 -4413824
"200103" 11272072 19264 3451790 594401 744625 2486034 7971 1193706 49240 5468 571748 605043 147650 450004 37515 277723 629889 15544188 398243 6816950 644192 38566 132667 125719 2810046 20444 1670198 90454 27916 48338 210446 411230 10211 738233 59593 1038 71510 50644 22702 717885 426963 -4272117
"200104" 10926936 19117 3465769 607655 771987 1987280 7031 1069822 46940 3768 574616 629901 148186 471475 38049 358516 726824 15335831 397775 6910849 683560 38869 124444 125619 2362910 20305 1626820 84219 18298 49282 208060 426819 10000 765770 65068 911 68910 67465 22385 821038 436455 -4408895
