"DATES" "FL504090005.Q" "FL503034003.Q" "FL502050003.Q" "FL504004005.Q" "FL503069105.Q" "FL503063005.Q" "FL503069805.Q" "FL503064105.Q" "FL503094505.Q" "FL753194503.Q" "FL663194505.Q" "FL504190005.Q" "FL504104005.Q" "FL503169105.Q" "FL503163005.Q" "FL713068505.Q" "FL503169205.Q" "FL503190005.Q" "FL503192003.Q" "FL663097005.Q" "FL503194305.Q" "FL503193005.Q"
"200602" 1393284 421233 0 327433 250183 65137 12113 0 644618 214981 429637 1393284 655559 301230 354329 0 0 737725 8838 1130239 0 -401352
"200603" 1445040 467629 0 338402 254215 71420 12767 0 639009 211805 427204 1445040 639350 282862 356488 0 0 805690 8844 1220500 0 -423654
"200604" 1461095 462983 0 363510 289082 60376 14052 0 634602 197338 437264 1461095 648195 281241 366954 0 0 812900 9022 1242303 0 -438425
"200701" 1589775 520718 0 385476 299819 69586 16071 0 683581 231086 452495 1589775 718508 354684 363824 0 0 871267 9172 1377134 0 -515039
"200702" 1682873 535221 0 452577 375035 59324 18218 0 695075 240738 454337 1682873 725730 361857 363873 0 0 957143 9322 1436481 0 -488660
"200703" 1818535 700610 0 416818 212085 185189 19544 0 701107 225287 475820 1818535 739257 351249 388008 0 0 1079278 9472 1415113 0 -345307
"200704" 1848623 790599 0 306550 115772 170000 20778 0 751474 241003 510471 1848623 786434 367951 418483 0 0 1062189 9622 1240242 0 -187675
"200801" 2083501 931414 0 408752 116867 267236 24649 0 743335 240432 502903 2083501 777603 366267 411336 0 0 1305898 9772 1369083 0 -72957
"200802" 2228522 912998 0 578585 166270 384503 27812 0 736939 237281 499658 2228522 780531 336060 415643 28828 0 1447991 9922 1359654 0 78415
"200803" 2302205 900336 0 708242 116182 556709 35351 0 693627 192610 501017 2302205 799288 277600 431617 90071 0 1502917 10072 1136864 0 355981
"200804" 2854900 1061467 0 999896 296757 667255 35884 0 793537 276634 516903 2854900 1252855 388033 419895 444927 0 1602045 10222 887010 0 704813
"200901" 2840420 1056596 100 981398 256972 692895 31531 0 802326 269335 532991 2840420 1165698 358594 443342 363662 100 1674722 10372 802182 0 862168
"200902" 2597111 990280 100 869123 154834 686108 28181 0 737608 224457 513151 2597111 966468 305953 436663 223752 100 1630643 10522 843665 0 776456
"200903" 2454025 943890 100 808852 82949 700350 25553 0 701183 199120 502063 2454025 834952 255474 438194 141184 100 1619073 10672 889216 0 719185
"200904" 2442485 911947 103 780695 44313 710249 26133 25106 724634 200911 523723 2442485 818818 263743 457787 95300 1988 1623667 10822 856823 1788 754234
"201001" 2316516 778744 104 801447 62991 711596 26860 25416 710805 186867 523938 2316516 790358 228531 466805 90205 4817 1526158 10972 843309 4220 667657
"201002" 2265605 709862 105 864691 106322 730168 28201 25733 665214 150402 514812 2265605 752103 192972 466569 84974 7588 1513502 11122 758810 6152 737418
"201003" 2271423 707460 106 840014 105693 704661 29661 26057 697786 177067 520719 2271423 757591 203345 469883 76299 8064 1513832 11273 790552 7112 704895
